"","header","link","desc","date","author"
"26","Senate Democrats are working to kill a Republican measure to slap sanctions on the Nord Stream 2 pipeline.","/2022/01/12/world/europe/russia-sanctions-ukraine-nord-stream-pipeline.html?searchResultPosition=3","Europe","Jan. 12, 2022","Europe"
"27","Russian and NATO officials say significant differences remain after Wednesday’s talks.","/live/2022/01/12/world/russia-ukraine-nato-us/a-crucial-diplomatic-roadshow-involving-russia-and-the-west-shifts-to-brussels?searchResultPosition=4","Europe","Jan. 12, 2022","By Andrew E. Kramer"
"28","What’s missing from the early talks over Ukraine? Ukraine.","/live/2022/01/10/world/russia-us-ukraine-talks/whats-missing-from-the-early-talks-over-ukraine-ukraine?searchResultPosition=5","Europe","Jan. 10, 2022","Europe"
"29","In U.S.-Russia Talks, How Far Can Putin Turn Back the Clock?","/2022/01/10/world/europe/us-russia-cold-war-ukraine.html?searchResultPosition=6","Europe","Jan. 10, 2022","By Catie Edmondson"
"30","What is NATO?","/live/2022/01/12/world/russia-ukraine-nato-us/nato-definition?searchResultPosition=7","Europe","Jan. 12, 2022","Europe"
"31","U.S. and Russia Will Discuss European Security, but Without Europeans","/2022/01/10/world/europe/us-russia-europe-ukraine-nato.html?searchResultPosition=8","Europe","Jan. 10, 2022","By Steven Erlanger, Elian Peltier, Michael Crowley and Anton Troianovski"
"32","Russian Troops Will Stay to Finish Job in Kazakhstan, Putin Says","/2022/01/10/world/europe/putin-russia-kazakhstan.html?searchResultPosition=9","Europe","Jan. 10, 2022","Europe"
"33","Russia’s reassurances ring hollow in Ukraine.","/live/2022/01/12/world/russia-ukraine-nato-us/russias-reassurances-ring-hollow-in-ukraine?searchResultPosition=10","Europe","Jan. 12, 2022","By Andrew E. Kramer"
"34","Putin’s Next Move on Ukraine Is a Mystery. Just the Way He Likes It.","/2022/01/11/world/europe/putin-ukraine-russia.html?searchResultPosition=1","Europe","Jan. 11, 2022","Europe"
"35","A Russian Pledge of No Invasion? Ukrainians Are Skeptical.","/2022/01/11/world/europe/ukraine-russia.html?searchResultPosition=2","Europe","Jan. 11, 2022","By David E. Sanger"
"36","Senate Democrats are working to kill a Republican measure to slap sanctions on the Nord Stream 2 pipeline.","/2022/01/12/world/europe/russia-sanctions-ukraine-nord-stream-pipeline.html?searchResultPosition=3","Europe","Jan. 12, 2022","Europe"
"37","Russian and NATO officials say significant differences remain after Wednesday’s talks.","/live/2022/01/12/world/russia-ukraine-nato-us/a-crucial-diplomatic-roadshow-involving-russia-and-the-west-shifts-to-brussels?searchResultPosition=4","Europe","Jan. 12, 2022","By Peter Robins"
"38","What’s missing from the early talks over Ukraine? Ukraine.","/live/2022/01/10/world/russia-us-ukraine-talks/whats-missing-from-the-early-talks-over-ukraine-ukraine?searchResultPosition=5","Europe","Jan. 10, 2022","Europe"
"39","In U.S.-Russia Talks, How Far Can Putin Turn Back the Clock?","/2022/01/10/world/europe/us-russia-cold-war-ukraine.html?searchResultPosition=6","Europe","Jan. 10, 2022","By Steven Erlanger"
"40","What is NATO?","/live/2022/01/12/world/russia-ukraine-nato-us/nato-definition?searchResultPosition=7","Europe","Jan. 12, 2022","Europe"
"41","U.S. and Russia Will Discuss European Security, but Without Europeans","/2022/01/10/world/europe/us-russia-europe-ukraine-nato.html?searchResultPosition=8","Europe","Jan. 10, 2022","By Valerie Hopkins"
"42","Russian Troops Will Stay to Finish Job in Kazakhstan, Putin Says","/2022/01/10/world/europe/putin-russia-kazakhstan.html?searchResultPosition=9","Europe","Jan. 10, 2022","Europe"
"43","Russia’s reassurances ring hollow in Ukraine.","/live/2022/01/12/world/russia-ukraine-nato-us/russias-reassurances-ring-hollow-in-ukraine?searchResultPosition=10","Europe","Jan. 12, 2022","By Andrew E. Kramer"
"44","Hackers Bring Down Government Sites in Ukraine","/2022/01/14/world/europe/hackers-ukraine-government-sites.html?searchResultPosition=1","Europe","Jan. 14, 2022","Europe"
"45","Russia, at an Impasse With the West, Warns It Is Ready to Abandon Diplomacy","/2022/01/13/world/europe/russia-ukraine-talks.html?searchResultPosition=2","Europe","Jan. 13, 2022","By Andrew E. Kramer"
"46","For Putin, Propping Up Allies Is Turning Into a Perilous Bargain","/2022/01/13/world/europe/putin-ukraine-kazakhstan.html?searchResultPosition=3","Europe","Jan. 13, 2022","Europe"
"47","Fear of Russia Brings New Purpose and Unity to NATO, Once Again","/2022/01/14/world/europe/nato-russia-ukraine-europe.html?searchResultPosition=4","Europe","Jan. 14, 2022","By Anton Troianovski and David E. Sanger"
"48","Russia Says It Shut Down Notorious Hacker Group at U.S. Request","/2022/01/14/world/europe/revil-ransomware-russia-arrests.html?searchResultPosition=5","Europe","Jan. 14, 2022","Europe"
"49","North Korea Fires 2 Ballistic Missiles After Lashing Out Over Sanctions","/2022/01/14/world/asia/north-korea-missiles-us-sanctions.html?searchResultPosition=6","Asia Pacific","Jan. 13, 2022","By Max Fisher"
"50","Hackers Bring Down Government Sites in Ukraine","/2022/01/14/world/europe/hackers-ukraine-government-sites.html?searchResultPosition=1","Europe","Jan. 14, 2022","Europe"
"51","Russia, at an Impasse With the West, Warns It Is Ready to Abandon Diplomacy","/2022/01/13/world/europe/russia-ukraine-talks.html?searchResultPosition=2","Europe","Jan. 13, 2022","By Steven Erlanger"
"52","For Putin, Propping Up Allies Is Turning Into a Perilous Bargain","/2022/01/13/world/europe/putin-ukraine-kazakhstan.html?searchResultPosition=3","Europe","Jan. 13, 2022","Europe"
"53","Fear of Russia Brings New Purpose and Unity to NATO, Once Again","/2022/01/14/world/europe/nato-russia-ukraine-europe.html?searchResultPosition=4","Europe","Jan. 14, 2022","By Ivan Nechepurenko"
"54","Russia Says It Shut Down Notorious Hacker Group at U.S. Request","/2022/01/14/world/europe/revil-ransomware-russia-arrests.html?searchResultPosition=5","Europe","Jan. 14, 2022","Asia Pacific"
"55","North Korea Fires 2 Ballistic Missiles After Lashing Out Over Sanctions","/2022/01/14/world/asia/north-korea-missiles-us-sanctions.html?searchResultPosition=6","Asia Pacific","Jan. 13, 2022","By Choe Sang-Hun"
"56","Russia Issues Subtle Threats More Far-Reaching Than a Ukraine Invasion","/2022/01/16/world/europe/russia-ukraine-invasion.html?searchResultPosition=1","Europe","Jan. 16, 2022","Europe"
"57","Poroshenko, Ex-President, Returns to Ukraine, Roiling Politics","/2022/01/17/world/europe/petro-poroshenko-russia-ukraine.html?searchResultPosition=2","Europe","Jan. 17, 2022","By Anton Troianovski and David E. Sanger"
"58","Russia Issues Subtle Threats More Far-Reaching Than a Ukraine Invasion","/2022/01/16/world/europe/russia-ukraine-invasion.html?searchResultPosition=1","Europe","Jan. 16, 2022","Europe"
"59","Poroshenko, Ex-President, Returns to Ukraine, Roiling Politics","/2022/01/17/world/europe/petro-poroshenko-russia-ukraine.html?searchResultPosition=2","Europe","Jan. 17, 2022","By Andrew E. Kramer"
"60","Biden Strengthens Words on Ukraine After Flustering European Partners","/2022/01/20/world/europe/ukraine-biden-eu.html?searchResultPosition=1","Europe","Jan. 20, 2022","Europe"
"61","U.S. and Russia Take More Measured Stance in Ukraine Talks","/2022/01/21/world/europe/ukraine-russia-us-blinken-lavrov.html?searchResultPosition=2","Europe","Jan. 21, 2022","By Michael Crowley and Steven Erlanger"
"62","Court in Ukraine Declines Request to Arrest Former President","/2022/01/19/world/europe/ukraine-poroshenko-zelensky.html?searchResultPosition=3","Europe","Jan. 19, 2022","Europe"
"63","Here’s one way a war might start.","/live/2022/01/25/world/ukraine-russia-us/russia-invade-ukraine?searchResultPosition=4","Europe","Jan. 21, 2022","By Michael Crowley and Anton Troianovski"
"64","Ukraine accuses Russia of sending mercenaries into rebel-held territories.","/2022/01/21/world/europe/ukraine-russia-rebel-territories.html?searchResultPosition=5","Europe","Jan. 21, 2022","Europe"
"65","The U.S. said it would respond in writing to Russia’s demands, as both sides tried to keep tensions in check.","/live/2022/01/21/world/russia-us-ukraine/another-high-stakes-us-russia-meeting-comes-as-fears-grow-of-a-new-war-in-europe?searchResultPosition=6","Europe","Jan. 21, 2022","By Andrew E. Kramer"
"66","Russia and Iran Put on a Show of Unity — Against the U.S.","/2022/01/19/world/europe/russia-iran-unity-us.html?searchResultPosition=7","Europe","Jan. 19, 2022","Europe"
"67","Under threat of war, Ukraine’s economy shudders. So does Russia’s.","/live/2022/01/21/world/russia-us-ukraine/under-threat-of-war-ukraines-economy-shudders-so-does-russias?searchResultPosition=8","Europe","Jan. 21, 2022","By Andrew E. Kramer"
"68","The U.S. authorizes the delivery of Stinger anti-aircraft missiles to Ukraine.","/live/2022/01/21/world/russia-us-ukraine/the-us-authorizes-the-delivery-of-stinger-anti-aircraft-missiles-to-ukraine?searchResultPosition=9","Europe","Jan. 21, 2022","Europe"
"69","Earlier this week, Biden predicted that Putin would ‘test the West’ with an invasion of Ukraine.","/live/2022/01/21/world/russia-us-ukraine/biden-predicts-that-putin-will-test-the-west-with-an-invasion-of-ukraine?searchResultPosition=10","Europe","Jan. 21, 2022","By Michael Schwirtz"
"70","Biden Strengthens Words on Ukraine After Flustering European Partners","/2022/01/20/world/europe/ukraine-biden-eu.html?searchResultPosition=1","Europe","Jan. 20, 2022","Europe"
"71","U.S. and Russia Take More Measured Stance in Ukraine Talks","/2022/01/21/world/europe/ukraine-russia-us-blinken-lavrov.html?searchResultPosition=2","Europe","Jan. 21, 2022","By Michael Crowley and Anton Troianovski"
"72","Court in Ukraine Declines Request to Arrest Former President","/2022/01/19/world/europe/ukraine-poroshenko-zelensky.html?searchResultPosition=3","Europe","Jan. 19, 2022","Europe"
"73","Here’s one way a war might start.","/live/2022/01/25/world/ukraine-russia-us/russia-invade-ukraine?searchResultPosition=4","Europe","Jan. 21, 2022","By Anton Troianovski, Farnaz Fassihi and Steven Erlanger"
"74","Ukraine accuses Russia of sending mercenaries into rebel-held territories.","/2022/01/21/world/europe/ukraine-russia-rebel-territories.html?searchResultPosition=5","Europe","Jan. 21, 2022","Europe"
"75","The U.S. said it would respond in writing to Russia’s demands, as both sides tried to keep tensions in check.","/live/2022/01/21/world/russia-us-ukraine/another-high-stakes-us-russia-meeting-comes-as-fears-grow-of-a-new-war-in-europe?searchResultPosition=6","Europe","Jan. 21, 2022","By Andrew E. Kramer"
"76","Russia and Iran Put on a Show of Unity — Against the U.S.","/2022/01/19/world/europe/russia-iran-unity-us.html?searchResultPosition=7","Europe","Jan. 19, 2022","Europe"
"77","Under threat of war, Ukraine’s economy shudders. So does Russia’s.","/live/2022/01/21/world/russia-us-ukraine/under-threat-of-war-ukraines-economy-shudders-so-does-russias?searchResultPosition=8","Europe","Jan. 21, 2022","By Michael Schwirtz"
"78","The U.S. authorizes the delivery of Stinger anti-aircraft missiles to Ukraine.","/live/2022/01/21/world/russia-us-ukraine/the-us-authorizes-the-delivery-of-stinger-anti-aircraft-missiles-to-ukraine?searchResultPosition=9","Europe","Jan. 21, 2022","Europe"
"79","Earlier this week, Biden predicted that Putin would ‘test the West’ with an invasion of Ukraine.","/live/2022/01/21/world/russia-us-ukraine/biden-predicts-that-putin-will-test-the-west-with-an-invasion-of-ukraine?searchResultPosition=10","Europe","Jan. 21, 2022","By David E. Sanger"
"80","Britain Says Moscow Is Plotting to Install a Pro-Russian Leader in Ukraine","/2022/01/22/world/europe/ukraine-russia-coup-britain.html?searchResultPosition=1","Europe","Jan. 22, 2022","Europe"
"81","Defend Chernobyl During an Invasion? Why Bother, Some Ukrainians Ask.","/2022/01/22/world/europe/chernobyl-ukraine-invasion-russia.html?searchResultPosition=2","Europe","Jan. 22, 2022","By Michael Schwirtz, David E. Sanger and Mark Landler"
"82","Britain Pursues More Muscular Role in Standoff With Russia on Ukraine","/2022/01/23/world/europe/uk-russia-ukraine.html?searchResultPosition=3","Europe","Jan. 23, 2022","Europe"
"83","NATO Steps Up Readiness in Eastern Europe to Reassure Allies","/2022/01/24/world/europe/ukraine-nato-russia-embassies.html?searchResultPosition=4","Europe","Jan. 24, 2022","By Andrew E. Kramer and Tyler Hicks"
"84","Britain Says Moscow Is Plotting to Install a Pro-Russian Leader in Ukraine","/2022/01/22/world/europe/ukraine-russia-coup-britain.html?searchResultPosition=1","Europe","Jan. 22, 2022","Europe"
"85","Defend Chernobyl During an Invasion? Why Bother, Some Ukrainians Ask.","/2022/01/22/world/europe/chernobyl-ukraine-invasion-russia.html?searchResultPosition=2","Europe","Jan. 22, 2022","By Mark Landler"
"86","Britain Pursues More Muscular Role in Standoff With Russia on Ukraine","/2022/01/23/world/europe/uk-russia-ukraine.html?searchResultPosition=3","Europe","Jan. 23, 2022","Europe"
"87","NATO Steps Up Readiness in Eastern Europe to Reassure Allies","/2022/01/24/world/europe/ukraine-nato-russia-embassies.html?searchResultPosition=4","Europe","Jan. 24, 2022","By Michael Schwirtz and Steven Erlanger"
"88","For Ukrainian Soldiers, a Nervous Guessing Game on the Front","/2022/01/25/world/europe/ukraine-russia-frontline.html?searchResultPosition=1","Europe","Jan. 25, 2022","Europe"
"89","As West Warns of Russian Attack, Ukraine Sends Different Message","/2022/01/25/world/europe/ukraine-russia-invasion.html?searchResultPosition=2","Europe","Jan. 25, 2022","By Andrew E. Kramer"
"90","Where Is Germany in the Ukraine Standoff? Its Allies Wonder.","/2022/01/25/world/europe/germany-russia-nato-ukraine.html?searchResultPosition=3","Europe","Jan. 25, 2022","Europe"
"91","Russia’s Military, Once Creaky, Is Modern and Lethal","/2022/01/27/world/europe/russia-military-putin-ukraine.html?searchResultPosition=4","Europe","Jan. 27, 2022","By Michael Schwirtz"
"92","Ukrainian police arrest a suspect in a shooting at an aerospace and rocket factory.","/2022/01/27/world/europe/ukraine-shooting-soldier.html?searchResultPosition=5","Europe","Jan. 27, 2022","Europe"
"93","Gunman Kills 5 at Ukraine Rocket Factory, Adding to Tensions","/2022/01/27/world/europe/ukraine-rocket-factory-shooting.html?searchResultPosition=6","Europe","Jan. 27, 2022","By Katrin Bennhold"
"94","Germany draws mockery for promising 5,000 helmets to help Ukraine defend itself.","/2022/01/27/world/europe/germany-5000-helmets-ukraine.html?searchResultPosition=7","Europe","Jan. 27, 2022","Europe"
"95","China backs Russia over Ukraine, rebuking the U.S. and NATO.","/live/2022/01/27/world/ukraine-russia-us/china-russia-ukraine-us?searchResultPosition=8","Europe","Jan. 27, 2022","By Anton Troianovski, Michael Schwirtz and Andrew E. Kramer"
"96","The World Awaits Putin’s Word on Ukraine, but on That, He Is Silent","/2022/01/26/world/europe/putin-ukraine.html?searchResultPosition=9","Europe","Jan. 26, 2022","Europe"
"97","How Do You Say Kyiv? It Can Be Hard for English Speakers.","/2022/01/25/world/europe/kyiv-pronunciation.html?searchResultPosition=10","Europe","Jan. 25, 2022","By Andrew E. Kramer"
"98","For Ukrainian Soldiers, a Nervous Guessing Game on the Front","/2022/01/25/world/europe/ukraine-russia-frontline.html?searchResultPosition=1","Europe","Jan. 25, 2022","Europe"
"99","As West Warns of Russian Attack, Ukraine Sends Different Message","/2022/01/25/world/europe/ukraine-russia-invasion.html?searchResultPosition=2","Europe","Jan. 25, 2022","By Andrew E. Kramer"
"100","Where Is Germany in the Ukraine Standoff? Its Allies Wonder.","/2022/01/25/world/europe/germany-russia-nato-ukraine.html?searchResultPosition=3","Europe","Jan. 25, 2022","Europe"
"101","Russia’s Military, Once Creaky, Is Modern and Lethal","/2022/01/27/world/europe/russia-military-putin-ukraine.html?searchResultPosition=4","Europe","Jan. 27, 2022","By Christopher F. Schuetze"
"102","Ukrainian police arrest a suspect in a shooting at an aerospace and rocket factory.","/2022/01/27/world/europe/ukraine-shooting-soldier.html?searchResultPosition=5","Europe","Jan. 27, 2022","Europe"
"103","Gunman Kills 5 at Ukraine Rocket Factory, Adding to Tensions","/2022/01/27/world/europe/ukraine-rocket-factory-shooting.html?searchResultPosition=6","Europe","Jan. 27, 2022","By Steven Lee Myers"
"104","Germany draws mockery for promising 5,000 helmets to help Ukraine defend itself.","/2022/01/27/world/europe/germany-5000-helmets-ukraine.html?searchResultPosition=7","Europe","Jan. 27, 2022","Europe"
"105","China backs Russia over Ukraine, rebuking the U.S. and NATO.","/live/2022/01/27/world/ukraine-russia-us/china-russia-ukraine-us?searchResultPosition=8","Europe","Jan. 27, 2022","By Anton Troianovski and Jason Horowitz"
"106","The World Awaits Putin’s Word on Ukraine, but on That, He Is Silent","/2022/01/26/world/europe/putin-ukraine.html?searchResultPosition=9","Europe","Jan. 26, 2022","Europe"
"107","How Do You Say Kyiv? It Can Be Hard for English Speakers.","/2022/01/25/world/europe/kyiv-pronunciation.html?searchResultPosition=10","Europe","Jan. 25, 2022","By Daniel Victor and Karen Zraick"
"108","White House Warnings Over Russia Strain Ukraine-U.S. Partnership","/2022/01/28/world/europe/biden-ukraine-russia-diplomacy.html?searchResultPosition=1","Europe","Jan. 28, 2022","Europe"
"109","As Russian Troops Mass in Belarus, a Ukraine Border Is Largely Undefended","/2022/01/29/world/europe/russia-troops-belarus-border-ukraine.html?searchResultPosition=2","Europe","Jan. 29, 2022","By Michael Schwirtz and Andrew E. Kramer"
"110","The Hard-Line Russian Advisers Who Have Putin’s Ear","/2022/01/30/world/europe/putin-top-advisers-ukraine.html?searchResultPosition=3","Europe","Jan. 30, 2022","Europe"
"111","Biden offers reassurances to Ukrainian leader as Russian troop buildup continues.","/live/2022/01/28/world/ukraine-russia-news/biden-offers-reassurances-to-ukrainian-leader-as-russian-troop-buildup-continues?searchResultPosition=4","Europe","Jan. 28, 2022","By Michael Schwirtz"
"112","Emmanuel Macron Walks a Fine Line on Ukraine","/2022/01/29/world/europe/macron-ukraine-russia-putin-nato-eu.html?searchResultPosition=5","Europe","Jan. 29, 2022","Europe"
"113","Britain Toughens Stance on Russia, as Russia Presses NATO for Assurances","/2022/01/30/world/europe/britain-russia-ukraine-sanctions-nato.html?searchResultPosition=6","Europe","Jan. 30, 2022","By Anton Troianovski"
"114","In Standoff With Putin, Biden Makes Sure European Allies Are With Him","/2022/01/28/world/europe/biden-putin-ukraine-europe.html?searchResultPosition=7","Europe","Jan. 28, 2022","Europe"
"115","Russia dismissed a U.N. Security Council meeting as an American P.R. stunt.","/2022/01/28/world/europe/russia-un-security-us-ukraine.html?searchResultPosition=8","Europe","Jan. 28, 2022","By Shashank Bengali and Andrew E. Kramer"
"116","Putin Has Long Tried to Balance Europe. Now He’s Working to Reset It.","/2022/01/29/world/europe/putin-ukraine-europe-russia.html?searchResultPosition=9","Europe","Jan. 29, 2022","Europe"
"117","Russia has enough troops and equipment at Ukraine’s borders to invade the whole country, the Pentagon says.","/live/2022/01/28/world/ukraine-russia-news/russia-has-enough-troops-and-equipment-at-ukraines-borders-to-invade-the-whole-country-the-pentagon-says?searchResultPosition=10","Europe","Jan. 28, 2022","By Roger Cohen"
"118","White House Warnings Over Russia Strain Ukraine-U.S. Partnership","/2022/01/28/world/europe/biden-ukraine-russia-diplomacy.html?searchResultPosition=1","Europe","Jan. 28, 2022","Europe"
"119","As Russian Troops Mass in Belarus, a Ukraine Border Is Largely Undefended","/2022/01/29/world/europe/russia-troops-belarus-border-ukraine.html?searchResultPosition=2","Europe","Jan. 29, 2022","By Anna Schaverien"
"120","The Hard-Line Russian Advisers Who Have Putin’s Ear","/2022/01/30/world/europe/putin-top-advisers-ukraine.html?searchResultPosition=3","Europe","Jan. 30, 2022","Europe"
"121","Biden offers reassurances to Ukrainian leader as Russian troop buildup continues.","/live/2022/01/28/world/ukraine-russia-news/biden-offers-reassurances-to-ukrainian-leader-as-russian-troop-buildup-continues?searchResultPosition=4","Europe","Jan. 28, 2022","By Mark Landler, Steven Erlanger and David E. Sanger"
"122","Emmanuel Macron Walks a Fine Line on Ukraine","/2022/01/29/world/europe/macron-ukraine-russia-putin-nato-eu.html?searchResultPosition=5","Europe","Jan. 29, 2022","Europe"
"123","Britain Toughens Stance on Russia, as Russia Presses NATO for Assurances","/2022/01/30/world/europe/britain-russia-ukraine-sanctions-nato.html?searchResultPosition=6","Europe","Jan. 30, 2022","By Rick Gladstone"
"124","In Standoff With Putin, Biden Makes Sure European Allies Are With Him","/2022/01/28/world/europe/biden-putin-ukraine-europe.html?searchResultPosition=7","Europe","Jan. 28, 2022","Europe"
"125","Russia dismissed a U.N. Security Council meeting as an American P.R. stunt.","/2022/01/28/world/europe/russia-un-security-us-ukraine.html?searchResultPosition=8","Europe","Jan. 28, 2022","By Max Fisher"
"126","Putin Has Long Tried to Balance Europe. Now He’s Working to Reset It.","/2022/01/29/world/europe/putin-ukraine-europe-russia.html?searchResultPosition=9","Europe","Jan. 29, 2022","Europe"
"127","Russia has enough troops and equipment at Ukraine’s borders to invade the whole country, the Pentagon says.","/live/2022/01/28/world/ukraine-russia-news/russia-has-enough-troops-and-equipment-at-ukraines-borders-to-invade-the-whole-country-the-pentagon-says?searchResultPosition=10","Europe","Jan. 28, 2022","By Helene Cooper and Eric Schmitt"
"128","Angry U.S.-Russia Exchange at U.N. Punctuates Deepening Ukraine Rift","/2022/01/31/world/europe/ukraine-russia-united-nations.html?searchResultPosition=1","Europe","Jan. 31, 2022","Europe"
"129","Putin Signals Openness to Diplomacy While Blaming U.S. for Crisis","/2022/02/01/world/europe/putin-russia-ukraine.html?searchResultPosition=2","Europe","Feb. 1, 2022","By Rick Gladstone and Maria Varenikova"
"130","In Responses to Russia, U.S. Stands Firm on Who Can Join NATO","/2022/02/02/world/europe/us-nato-response-russia-demands.html?searchResultPosition=3","Europe","Feb. 2, 2022","Europe"
"131","U.S. and Russian diplomats clash over Ukraine at the U.N.","/live/2022/01/31/world/ukraine-russia-us/ukraine-security-council?searchResultPosition=4","Europe","Jan. 31, 2022","By Anton Troianovski and Michael Schwirtz"
"132","Putin and Macron talk again by phone, keeping diplomatic lines open.","/2022/01/31/world/europe/putin-macron-ukraine.html?searchResultPosition=5","Europe","Jan. 31, 2022","Europe"
"133","With Low-Tech, Trench Warfare, Ukraine’s Army Isn’t NATO Caliber","/2022/02/01/world/europe/ukraine-army-nato-russia.html?searchResultPosition=6","Europe","Feb. 1, 2022","By Steven Erlanger and Andrew E. Kramer"
"134","For Some of Ukraine’s Neighbors, ‘Defend Europe’ Has Another Meaning","/2022/01/31/world/europe/ukraine-poland-hungary-nato.html?searchResultPosition=7","Europe","Jan. 31, 2022","Europe"
"135","In Clash With U.S. Over Ukraine, Putin Has a Lifeline From China","/2022/02/02/world/asia/russia-ukraine-china-putin-xi.html?searchResultPosition=8","Asia Pacific","Feb. 2, 2022","By Rick Gladstone and Anton Troianovski"
"136","Five Takeaways on Ukraine Crisis, After Putin Breaks Silence","/2022/02/02/world/europe/putin-russia-ukraine-us.html?searchResultPosition=9","Europe","Feb. 2, 2022","Europe"
"137","The White House threatens sanctions against Putin’s ‘inner circle’ if Russia invades Ukraine.","/2022/01/31/world/europe/putin-sanctions-list.html?searchResultPosition=10","Europe","Jan. 31, 2022","By Anton Troianovski and Aurelien Breeden"
